,Unnamed: 0,ID,Latlng,Title,Age,Gender,Work_experience,Last_employment_date,Education,Sector,Salary,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,Travel_min_to_CBD
0,0,ID5580498,[-37.746336 144.776584],Mr,48,0.0,13,2018-07-31,0,Finance,4452.0,SC_048,3.4238124800536824,47561,0.17824604383574175,0
1,1,ID7278805,[-37.785688 145.019784],Mrs,25,1.0,8,2019-08-30,0,Data Science,3270.0,SC_001,2.765194973064052,16844,0.2976868701713219,0
2,2,ID5421840,[-37.89759827 145.0825043],Mr,31,0.0,6,2019-07-17,0,Finance,2041.0,SC_042,2.3868773651089548,12936,0.22044207228220208,0
3,3,ID5846738,[-37.85295486 145.286377],Mrs,29,1.0,2,2018-12-08,0,Finance,945.0,SC_049,4.992888313133975,16464,0.05904163098947798,0
4,4,ID3240256,[-37.921072 145.165458],Mr,47,0.0,13,2018-03-08,0,IT,3757.0,SC_042,8.108624579602376,11535,0.08197375887119779,0
5,5,ID3803106,[-37.78617096 144.8509522],Mr,37,0.0,17,2018-09-22,0,IT,4987.0,SC_043,1.2464437696637154,3875,0.09537010976243218,0
6,6,ID5736921,[-37.751901 145.019412],Dr,56,0.0,23,2018-02-11,1,Finance,8637.0,SC_047,1.7673805060849233,2230,0.1491684609398245,0
7,7,ID7588490,[-37.769853 145.018152],Mrs,47,1.0,9,2019-04-20,0,Data Science,3570.0,SC_001,2.0888836383024585,1050,0.1446581621774548,0
8,8,ID7922902,[-37.967985 145.079452],Dr,42,0.0,12,2019-12-02,1,Data Science,5485.0,SC_003,0.9123935542242733,3621,0.04261818202665081,0
9,9,ID3158513,[-37.73305893 144.8779144],Mr,31,0.0,5,2019-12-31,0,IT,1407.0,SC_010,2.2529881879795157,6922,0.06757599892688212,0
10,10,ID7174113,[-37.82532883 145.0089569],Mr,34,0.0,9,2019-05-29,0,Data Science,3427.0,SC_038,1.6959725786489186,19459,0.18389506778994114,0
11,11,ID5254882,[-37.740895 144.95975],Mr,28,0.0,2,2018-12-23,1,Finance,1341.0,SC_030,1.2678270238268192,10037,0.024713840913951103,0
12,12,ID7397396,[-37.727645 144.915525],Mr,29,0.0,2,2018-01-09,0,Data Science,657.0,SC_010,2.926560455748911,6712,0.02563691436694385,0
13,13,ID5346992,[-37.778359 144.995175],Mrs,29,1.0,2,2019-05-04,0,Finance,939.0,SC_001,4.258546834741285,20017,0.20178207355893293,16
14,14,ID7388895,[-37.719426 145.014612],Mrs,29,1.0,3,2019-11-19,1,Data Science,2152.0,SC_047,2.5357697373739443,5077,0.06734213309303301,0
15,15,ID7780653,[-37.80786133 144.8893585],Mr,34,0.0,8,2019-06-19,0,Data Science,3033.0,SC_043,2.9122816349040663,12014,0.11976774899826557,0
16,16,ID3455233,[-37.735309 144.95446],Mr,61,0.0,19,2018-02-21,0,IT,5518.0,SC_030,0.4995269885403491,2458,0.20003460772643303,0
17,17,ID7273799,[-37.988079 145.033296],Mr,25,0.0,5,2018-12-28,0,Data Science,1879.0,SC_003,5.238697220645645,8048,0.062355478509838566,0
18,18,ID3902452,[-37.766831 144.988961],Mr,34,0.0,5,2019-02-10,0,IT,1402.0,SC_001,4.645234379794826,4779,0.13602171397045326,0
19,19,ID5288513,[-37.82377 145.013245],Mr,40,0.0,9,2018-07-30,0,Finance,3068.0,SC_038,1.9188981288067157,19458,0.39054146352847924,0
20,20,ID7628241,[-37.802487 145.298837],Mr,47,0.0,11,2018-06-16,0,Data Science,4163.0,SC_022,1.4352514888881718,8951,0.20889385399824767,0
21,21,ID3212112,[-37.867916 145.2779],Mrs,28,1.0,4,2019-10-23,0,IT,1313.0,SC_049,3.970703750182708,15670,0.11145381075740814,0
22,22,ID5862315,[-37.782603 144.886113],Mrs,40,1.0,12,2019-09-23,1,Finance,5119.0,SC_043,2.4869736862238034,9940,0.1171173135023211,0
23,23,ID5776071,[-37.88586807 144.7530823],Mr,30,0.0,9,2019-01-27,1,Finance,3785.0,SC_025,8.438615017027935,47661,0.15274280558553574,0
24,24,ID3773323,[-37.588236 144.932765],Mr,26,0.0,5,2019-04-17,0,IT,1420.0,SC_016,1.7461145752956717,44827,0.2699676449124496,0
25,25,ID3718083,[-37.774376 144.963898],Mr,25,0.0,7,2018-05-01,0,IT,2026.0,SC_008,4.198995580780621,46755,0.10576465066992506,0
26,26,ID7294062,[-37.877617 145.097826],Mrs,34,1.0,5,2018-10-19,1,Data Science,2929.0,SC_042,0.5556298449420712,13771,0.30241618902664597,0
27,27,ID5427879,[-37.650385 145.037444],Mr,29,0.0,7,2018-07-01,0,Finance,2390.0,SC_026,9.364860347168927,1221,0.3351398471599531,0
28,28,ID5519971,[-37.696046 144.910042],Mr,31,0.0,3,2019-11-22,0,Finance,987.0,SC_010,2.854544793927457,7769,0.04481832161884674,0
29,29,ID3238893,[-37.769635 145.036492],Mr,33,0.0,4,2018-10-22,0,IT,1101.0,SC_001,0.5034297971946238,8821,0.27381429710152205,0
30,30,ID3384618,[-37.714432 145.07573],Mrs,29,1.0,2,2019-05-23,0,IT,717.0,SC_017,4.639267031607244,618,0.27875582882891714,0
31,31,ID3918401,[-37.637908 145.049456],Mr,34,0.0,4,2019-03-08,0,IT,1103.0,SC_026,10.33483663002509,22717,0.1977336411309433,0
32,32,ID7258701,[-37.698305 145.170385],Mrs,31,1.0,6,2018-05-20,0,Data Science,2449.0,SC_009,10.183266200730568,8025,0.4730433890259341,0
33,33,ID5320913,[-37.905981 145.05886],Mr,43,0.0,11,2019-02-04,1,Finance,4464.0,SC_041,2.3606223327365123,9477,0.019871997362624797,0
34,34,ID3243516,[-37.8189 145.026187],Mr,25,0.0,6,2019-11-28,0,IT,1720.0,SC_038,2.878709358205589,43457,0.07701431322981633,0
35,35,ID5513636,[-37.795578 144.9075165],Dr,26,1.0,6,2020-01-01,1,Finance,3051.0,SC_011,1.6515897815550173,1400,0.13281483725619778,0
36,36,ID7504398,[-37.709254 145.097838],Mrs,26,1.0,7,2018-06-01,0,Data Science,2869.0,SC_017,5.778432074342862,10950,0.1533783290405234,0
37,37,ID7305253,[-37.927718 145.046585],Mr,50,0.0,29,2019-07-12,0,Data Science,11348.0,SC_046,1.4962809471380132,13270,0.0917426369458176,0
38,38,ID5824183,[-37.847818 144.99763],Dr,29,1.0,7,2019-07-03,1,Finance,3389.0,SC_024,0.3880896945366074,19127,0.054603221395570244,0
39,39,ID7559158,[-37.78535 144.899191],Mr,29,0.0,4,2019-02-18,1,Data Science,2353.0,SC_011,1.5257191202570923,40697,0.13702655749673942,0
40,40,ID5505938,[-37.790799 144.877667],Mr,35,0.0,11,2018-08-15,0,Finance,3782.0,SC_043,1.4548566085031371,2557,0.30656898517266806,0
41,41,ID5720400,[-38.001376 145.08479],Dr,25,0.0,4,2018-10-09,1,Finance,2045.0,SC_003,3.3838951590799238,16619,0.26595451410081483,0
42,42,ID3435135,[-37.62787247 145.0293427],Mrs,25,1.0,4,2018-10-30,1,IT,1824.0,SC_026,8.64971495701604,47974,0.07787687122230126,0
43,43,ID7302140,[-37.878262 144.998048],Mr,37,0.0,9,2018-03-29,1,Data Science,4313.0,SC_015,1.8569337769918663,3756,0.0359445019938775,0
44,44,ID3265944,[-37.849491 145.298264],Mrs,28,1.0,8,2018-01-16,0,IT,2519.0,SC_049,5.070849609999664,8973,0.06889172105950561,0
45,45,ID3306537,[-37.808267 145.186438],Mr,37,0.0,18,2018-10-22,0,IT,5289.0,SC_002,1.803884796090842,3163,0.03383534191516168,0
46,46,ID5641953,[-37.718328 145.010522],Mrs,33,1.0,4,2019-09-03,0,Finance,1635.0,SC_047,2.843846432900177,10018,0.1492067905651956,0
47,47,ID3350356,[-37.697047 145.127737],Mr,34,0.0,9,2019-10-27,1,IT,3101.0,SC_009,8.253236334744795,21419,0.16988466229688762,0
48,48,ID3945839,[-37.857982 145.019045],Mrs,32,1.0,8,2019-06-03,0,IT,2504.0,SC_038,2.155388853556073,20675,0.1408871178171497,0
49,49,ID5995430,[-37.84315 145.26004],Dr,33,1.0,3,2019-10-16,1,Finance,1982.0,SC_032,4.352559970294119,14162,0.14172687340245713,0
50,50,ID5636266,[-37.853396 145.097378],Mrs,57,1.0,13,2018-01-21,0,Finance,4737.0,SC_042,2.7121255801513207,9671,0.19349137272655328,0
51,51,ID3611417,[-37.815259 145.218257],Mrs,33,1.0,9,2019-01-21,0,IT,2799.0,SC_032,0.9685033608339292,15280,0.18822084204222278,0
52,52,ID3818698,[-37.69202 144.927437],Dr,49,1.0,9,2019-01-02,1,IT,3255.0,SC_010,4.324033695541987,9774,0.02320634155329261,0
53,53,ID3896137,[-37.717469 145.011902],Mr,30,0.0,4,2019-06-14,0,IT,1107.0,SC_047,2.8492605945605187,4730,0.030404799106303806,0
54,54,ID3530832,[-37.721354 145.151461],Mr,32,0.0,6,2018-08-01,0,IT,1700.0,SC_009,7.1885189715150215,42637,0.48867063564137864,0
55,55,ID7509686,[-37.75584412 144.7901764],Dr,37,0.0,13,2019-10-02,1,Data Science,5911.0,SC_048,4.978261754823555,9689,0.2413607509067501,0
56,56,ID3463702,[-37.769146 145.046303],Mr,27,0.0,5,2018-03-15,1,IT,1916.0,SC_001,0.41963871608931425,694,0.07328053761134519,0
57,57,ID3427089,[-37.840104 144.976079],Mr,25,0.0,6,2019-08-19,0,IT,1724.0,SC_024,1.7295556752102064,19575,0.10127818714154961,0
58,58,ID7204330,[-37.744737 144.951773],Mr,35,0.0,14,2019-07-26,0,Data Science,5427.0,SC_030,1.37878140646667,20754,0.171163940028136,0
59,59,ID3508289,[-37.924833 145.11003],Mrs,27,1.0,6,2019-08-28,0,IT,1916.0,SC_003,5.466476032583737,16378,0.1799771690560049,0
60,60,ID5591253,[-37.86597 145.295776],Mr,33,0.0,9,2019-07-15,0,Finance,3089.0,SC_049,3.346066829230793,15637,0.33723595501140413,0
61,61,ID3630908,[-37.993066 145.181823],Mrs,31,1.0,6,2019-08-28,0,IT,1910.0,SC_003,8.487697983182239,2035,0.0963732047739866,0
62,62,ID5223719,[-37.69397354 145.0734558],Mr,29,0.0,7,2018-06-14,0,Finance,2396.0,SC_047,6.242250346972661,2699,0.8200529302634727,0
63,63,ID5437757,[-37.89635849 145.0662231],Mr,47,0.0,15,2018-06-06,0,Finance,5155.0,SC_041,1.4512358316677436,14741,0.08729854229593416,0
64,64,ID5865232,[-37.720626 145.075777],Mrs,33,1.0,7,2019-08-19,0,Finance,2683.0,SC_017,3.958756367446949,617,0.26176716360576735,0
65,65,ID7955202,[-37.824094 145.146582],Mrs,37,1.0,17,2018-04-29,0,Data Science,6818.0,SC_037,2.1948614825544257,11469,0.24504083845265756,0
66,66,ID3847291,[-37.799783 145.029966],Mr,33,0.0,8,2019-01-04,0,IT,2299.0,SC_001,3.6927688906535923,384,0.03306381671619914,0
67,67,ID3829454,[-37.822321 145.063645],Mr,46,0.0,10,2019-12-31,0,IT,2864.0,SC_020,5.139275600884227,5829,0.17562642703041942,0
68,68,ID3230669,[-37.7950031 144.9839104],Mr,28,0.0,2,2018-11-12,1,IT,1019.0,SC_008,2.244327555124515,6050,0.13573274984162426,0
69,69,ID7855524,[-37.703783 145.029253],Mr,33,0.0,6,2019-09-20,0,Data Science,2234.0,SC_047,3.867050826458354,22354,0.1079364799142717,0
70,70,ID7472072,[-37.844971 145.037464],Mrs,28,1.0,7,2019-01-20,0,Data Science,2862.0,SC_038,2.611099054058186,20546,0.5307278608106489,0
71,71,ID5701500,[-37.750753 144.968223],Dr,29,0.0,4,2019-05-16,1,Finance,2038.0,SC_030,2.5873610091208303,17316,0.32143100539613517,0
72,72,ID3412842,[-37.796722 144.992342],Mrs,37,1.0,16,2019-05-02,1,IT,5390.0,SC_008,2.5958672019733045,1132,0.15472026443048914,0
73,73,ID3347319,[-38.002688 145.25917],Mr,32,0.0,6,2019-09-24,0,IT,1701.0,SC_049,12.785504575678942,18162,0.20879984883069932,0
74,74,ID7645876,[-37.600783 144.940846],Mr,29,0.0,3,2019-11-29,0,Data Science,1058.0,SC_016,2.5372435032268106,40214,0.2241444688004379,0
75,75,ID3972397,[-37.806806 145.044254],Mrs,42,1.0,14,2018-01-15,1,IT,4777.0,SC_001,4.329899261919392,19749,0.212385187664455,0
76,76,ID7340509,[-37.722979 145.023883],Mrs,28,1.0,6,2018-03-08,1,Data Science,3361.0,SC_047,1.8215825921522169,2754,0.13858225553257877,0
77,77,ID3976461,[-37.859272 145.0942383],Mr,30,0.0,3,2018-12-26,0,IT,809.0,SC_042,2.02356652837933,9669,0.09081508093559688,0
78,78,ID3884833,[-37.884183 144.981402],Dr,33,0.0,4,2019-12-08,1,IT,1599.0,SC_015,1.7240232564278322,4620,0.22481937421087525,0
79,79,ID7130725,[-38.000795 145.248465],Mrs,31,1.0,8,2018-04-05,0,Data Science,3247.0,SC_049,12.938434018052682,20184,0.29110389994345787,0
80,80,ID7241906,[-37.932517 145.04623],Dr,25,1.0,4,2019-03-09,1,Data Science,2575.0,SC_046,1.0398741987516222,3500,0.19696428304646824,0
81,81,ID3263807,[-37.830288 145.163203],Dr,25,1.0,3,2018-01-22,1,IT,1528.0,SC_002,1.4142110608763403,15803,0.23199225394907275,0
82,82,ID3959198,[-37.702374 144.926785],Mr,25,0.0,2,2019-08-30,1,IT,1021.0,SC_010,3.7363003260960137,8429,0.1263596175431746,0
83,83,ID3270103,[-37.889105 145.078218],Mr,30,0.0,7,2019-09-05,1,IT,2509.0,SC_042,1.7523144985223107,9474,0.11738245927294902,0
84,84,ID3809669,[-37.923556 144.999491],Mr,30,0.0,7,2018-03-18,0,IT,2005.0,SC_046,3.841117242435791,3379,0.3485594201306764,0
85,85,ID7847575,[-37.806001 145.078777],Dr,27,0.0,2,2018-08-22,1,Data Science,1568.0,SC_020,4.044543772999075,5816,0.33480670828602754,0
86,86,ID3183464,[-37.81256485 145.1831818],Mr,34,0.0,9,2018-10-29,0,IT,2600.0,SC_002,1.2772949935845808,1365,0.31627157227084507,0
87,87,ID5147937,[-37.849415 145.004916],Mrs,45,1.0,18,2019-01-14,0,Finance,6513.0,SC_024,1.0126602301424679,3941,0.14199356644828787,0
88,88,ID7991822,[-37.780741 145.125417],Dr,54,1.0,28,2018-09-13,1,Data Science,12029.0,SC_009,3.3892451281757356,715,0.16261825275815217,0
89,89,ID5487900,[-37.761162 145.36738],Mr,29,0.0,8,2018-06-25,0,Finance,2747.0,SC_022,8.524777194930694,22117,0.1557282908295822,0
90,90,ID3684212,[-37.761521 144.966811],Mr,33,0.0,5,2019-08-05,0,IT,1406.0,SC_030,3.554351566060254,10726,0.11872971270549994,0
91,91,ID3540588,[-37.94512939 145.1468811],Mrs,50,1.0,29,2018-09-03,0,IT,8754.0,SC_003,5.8354990892102485,16345,0.2029751969277801,0
92,92,ID3524880,[-37.814037 145.15091],Mrs,25,1.0,4,2019-02-12,0,IT,1330.0,SC_002,1.9012227999279736,5262,0.4057524258086931,0
93,93,ID3178797,[-37.689222 145.059951],Mr,33,0.0,3,2019-08-21,0,IT,800.0,SC_047,6.072850308767893,172,0.37372622800311933,0
94,94,ID7945633,[-37.928028 145.164918],Mr,34,0.0,5,2018-08-31,0,Data Science,1831.0,SC_003,8.198006734634012,12504,0.22510302712999752,0
95,95,ID5741124,[-37.8038299 144.9948927],Mr,34,0.0,7,2018-02-27,0,Finance,2386.0,SC_008,2.3750591943219996,19976,0.1267857843019565,9
96,96,ID7536250,[-37.857694 145.038715],Mr,34,0.0,7,2019-01-30,0,Data Science,2632.0,SC_023,2.0895361961990333,16750,0.06167048710771169,0
97,97,ID5393518,[-37.93521881 145.0079651],Dr,63,0.0,14,2018-05-28,1,Finance,5475.0,SC_046,2.7062671574049717,18756,0.1780566574409607,0
98,98,ID3497434,[-37.879283 145.003582],Mrs,52,1.0,10,2018-10-26,0,IT,3048.0,SC_015,2.327397941143565,12359,0.1863963761974133,0
99,99,ID5329875,[-37.731892 145.01622],Mr,30,0.0,8,2019-06-27,0,Finance,2739.0,SC_047,1.4440578027985675,2760,0.1347979030735559,0
100,100,ID3131587,[-37.818447 145.0407],Mrs,51,1.0,26,2018-06-30,1,IT,8342.0,SC_038,3.7645359811252073,20570,0.3979647226841217,0
101,101,ID3967132,[-37.858394 145.281282],Mr,29,0.0,7,2018-06-08,0,IT,2018.0,SC_049,4.651277639652548,21001,0.32396724649399755,0
102,102,ID3135083,[-37.931267 145.108552],Mr,25,0.0,7,2019-04-26,0,IT,2026.0,SC_003,4.750584995450485,11424,0.13060865675082703,0
103,103,ID5279537,[-37.68860245 145.1525879],Mr,35,0.0,9,2018-11-05,0,Finance,3076.0,SC_009,10.09321219512192,1747,0.41763570646684506,0
104,104,ID5974776,[-37.987922 145.084075],Mr,42,0.0,16,2019-12-15,0,Finance,5520.0,SC_003,1.9176154364794182,16060,0.26417973467677125,0
105,105,ID7836083,[-37.807192 144.985357],Mr,63,0.0,19,2018-06-13,0,Data Science,7288.0,SC_008,1.4585845859658297,47719,0.21725041347646837,0
106,106,ID7370184,[-37.803897 145.273534],Mr,25,0.0,4,2018-09-08,0,Data Science,1478.0,SC_022,0.994776797025562,13405,0.1569529396680508,0
107,107,ID5225367,[-37.818051 144.891025],Mrs,45,1.0,9,2018-11-09,1,Finance,4057.0,SC_043,3.752511435364734,20975,0.2477273985731666,0
108,108,ID7226729,[-37.895766 145.003809],Mr,28,0.0,9,2018-02-06,0,Data Science,3458.0,SC_015,3.629605557894186,47737,0.08818782866702356,0
109,109,ID5549659,[-37.794825 144.884886],Mrs,28,1.0,9,2018-08-18,0,Finance,3395.0,SC_043,2.05810615020571,2560,0.1341214209041659,0
110,110,ID3634877,[-37.828721 145.192931],Mr,30,0.0,9,2018-09-20,0,IT,2606.0,SC_002,2.152316383958755,11502,0.14915540798500881,0
111,111,ID3728063,[-37.856825 145.29685],Mrs,26,1.0,7,2019-10-02,0,IT,2222.0,SC_049,4.297045561263826,9862,0.07545327220067702,0
112,112,ID3956448,[-37.979398 145.035217],Mr,26,0.0,5,2018-06-02,0,IT,1426.0,SC_046,4.444912103610485,11319,0.1226014292332133,0
113,113,ID5361667,[-37.977722 145.200515],Mr,33,0.0,4,2018-08-26,0,Finance,1336.0,SC_003,9.79641735753038,2387,0.11891888977398239,0
114,114,ID3982942,[-37.726486 145.151749],Mr,26,0.0,8,2019-06-30,0,IT,2323.0,SC_009,6.82955827699866,11706,0.14975801114162218,0
115,115,ID7875004,[-37.904355 145.263058],Mr,32,0.0,4,2019-02-07,0,Data Science,1442.0,SC_049,4.115234197139774,15190,0.10628028580937991,0
116,116,ID7744580,[-37.80468 144.884298],Mr,30,0.0,5,2018-02-24,1,Data Science,2749.0,SC_043,2.3475873295161875,6020,0.0784776766595085,0
117,117,ID7453475,[-37.754864 144.909267],Dr,29,0.0,8,2019-04-14,1,Data Science,3960.0,SC_011,3.1188379474362673,6256,0.14100659404679708,0
118,118,ID3799977,[-37.77279663 145.0242767],Dr,33,1.0,4,2018-08-08,1,IT,1805.0,SC_001,1.6322581162496657,4790,0.06303681238338583,0
119,119,ID5676345,[-37.848462 145.27045],Dr,31,1.0,3,2018-03-12,1,Finance,1992.0,SC_032,5.397787961569382,17209,0.12465790038256744,0
120,120,ID3322905,[-37.7851 144.818283],Mr,29,0.0,8,2018-07-11,0,IT,2310.0,SC_043,3.915880792340663,4692,0.12063901487914376,0
121,121,ID3563426,[-37.818552 144.890886],Mr,39,0.0,8,2018-11-02,0,IT,2286.0,SC_043,3.7846317068816657,20973,0.288951009972378,0
122,122,ID3883660,[-37.805195 145.100984],Dr,34,1.0,3,2019-02-18,1,IT,1497.0,SC_020,2.370837696920409,5794,0.033214323078423015,0
123,123,ID5144445,[-37.74039459 144.9553833],Dr,34,0.0,5,2019-07-22,1,Finance,2385.0,SC_030,1.001435185811685,10036,0.056105765752533183,0
124,124,ID3590841,[-37.846651 144.876819],Mr,31,0.0,9,2019-02-23,0,IT,2612.0,SC_033,3.4501945267885206,8908,0.20084316874071934,0
125,125,ID3669754,[-37.986183 145.248386],Mrs,31,1.0,5,2018-11-01,0,IT,1612.0,SC_049,11.475214085296018,1816,0.24463125777575065,0
126,126,ID7891652,[-37.83360672 145.1942444],Mr,29,0.0,3,2019-04-17,1,Data Science,1952.0,SC_002,2.5504242007322753,11850,0.08488050234913307,0
127,127,ID7120981,[-37.891403 145.055266],Mrs,26,1.0,8,2018-02-03,0,Data Science,3271.0,SC_041,0.7972809568657601,18409,0.11318869750376465,0
128,128,ID3800601,[-37.825465 144.989264],Mr,34,0.0,4,2019-08-15,0,IT,1100.0,SC_024,2.247449820475778,925,0.09009839714109875,0
129,129,ID5208084,[-37.67761612 145.0531921],Mr,47,0.0,12,2018-02-20,1,Finance,4801.0,SC_047,7.068004929228627,46000,0.04932524533394194,0
130,130,ID3276195,[-37.81855011 144.8879242],Mr,30,0.0,7,2018-10-02,0,IT,2006.0,SC_043,3.61204973638714,8133,0.07371426269563058,0
131,131,ID3525057,[-37.777718 144.817695],Mr,40,0.0,18,2018-06-17,0,IT,5277.0,SC_043,4.238707694623757,3271,0.21438521830515123,0
132,132,ID3715084,[-37.906655 145.003411],Mr,45,0.0,19,2018-07-21,0,IT,5566.0,SC_015,4.668019346537896,20400,0.12618260739924567,0
133,133,ID7294795,[-37.905744 145.041944],Mrs,62,1.0,20,2018-02-16,0,Data Science,7894.0,SC_041,2.7568075341621516,7140,0.15809895029852553,0
134,134,ID7429752,[-37.93513489 145.180191],Mr,39,0.0,19,2019-12-12,1,Data Science,8304.0,SC_003,8.9363204044354,1990,0.1330624911592941,0
135,135,ID3202314,[-37.955406 145.058666],Mr,33,0.0,8,2019-07-01,0,IT,2305.0,SC_046,2.5107417156159046,3512,0.10510169539620734,0
136,136,ID7973919,[-37.834911 145.011575],Mr,27,0.0,4,2019-09-26,0,Data Science,1469.0,SC_038,0.6936134715793887,20719,0.28231251505597094,0
137,137,ID7520644,[-37.773732 145.355879],Mr,27,0.0,9,2018-06-30,0,Data Science,3470.0,SC_022,6.991075592371539,12872,0.08554656088586043,0
138,138,ID5557825,[-37.827053 144.995074],Mr,64,0.0,13,2019-11-13,0,Finance,4419.0,SC_038,1.8972015587106186,19907,0.1894025227022292,6
139,139,ID7328547,[-37.795285 144.888526],Mrs,25,1.0,6,2019-02-09,0,Data Science,2473.0,SC_043,2.3807289669006253,5882,0.04203938989874556,0
140,140,ID7359100,[-37.70568 144.93648],Dr,61,1.0,12,2019-07-30,1,Data Science,5592.0,SC_030,3.2049959855700707,8425,0.17151317411991085,0
